top_category	rel_path	file_name	stem	data_block	chemical_name_common	chemical_name_mineral	chemical_name_systematic	chemical_formula_sum	search_key
Cement-PST	Cement-PST/MgCalcite.cif	MgCalcite.cif	MgCalcite	MgCalcite	MgCalcite			Ca5.40 Mg0.60 C6 O18	mgcalcite | mgcalcite | mgcalcite | ca5.40 mg0.60 c6 o18 | cement-pst | cement-pst/mgcalcite.cif
Cement-PST	Cement-PST/Mirabalite_Coco.cif	Mirabalite_Coco.cif	Mirabalite_Coco	Na2SO14H20	Na2SO14H20			Na2SO14H20	mirabalite_coco | na2so14h20 | na2so14h20 | na2so14h20 | cement-pst | cement-pst/mirabalite_coco.cif
Cement-PST	Cement-PST/Mirabilite AMCSD.cif	Mirabilite AMCSD.cif	Mirabilite AMCSD	Mirabilite	Mirabilite			S Na2 O14 H20	mirabilite amcsd | mirabilite | mirabilite | s na2 o14 h20 | cement-pst | cement-pst/mirabilite amcsd.cif
Cement-PST	Cement-PST/Periclase.cif	Periclase.cif	Periclase	MgO	MgO			Mg O	periclase | mgo | mgo | mg o | cement-pst | cement-pst/periclase.cif
Cement-PST	Cement-PST/Portlandite.cif	Portlandite.cif	Portlandite	Portlandite	Portlandite			Ca O2 H2	portlandite | portlandite | portlandite | ca o2 h2 | cement-pst | cement-pst/portlandite.cif
Cement-PST	Cement-PST/Quartz-p3121.cif	Quartz-p3121.cif	Quartz-p3121	SiO2p3121	SiO2p3121			Si O2	quartz-p3121 | sio2p3121 | sio2p3121 | si o2 | cement-pst | cement-pst/quartz-p3121.cif
Cement-PST	Cement-PST/Quartz-p3221.cif	Quartz-p3221.cif	Quartz-p3221	SiO2p3221	SiO2p3221			Si O2	quartz-p3221 | sio2p3221 | sio2p3221 | si o2 | cement-pst | cement-pst/quartz-p3221.cif
Cement-PST	Cement-PST/Syngenite.cif	Syngenite.cif	Syngenite	Syngenite	Syngenite			K2 Ca S2 O9 H2	syngenite | syngenite | syngenite | k2 ca s2 o9 h2 | cement-pst | cement-pst/syngenite.cif
Cement-PST	Cement-PST/Thenardite.cif	Thenardite.cif	Thenardite	Thenardite	Thenardite			Na2 S O4	thenardite | thenardite | thenardite | na2 s o4 | cement-pst | cement-pst/thenardite.cif
Ceramics	Ceramics/Ag2CO3.cif	Ag2CO3.cif	Ag2CO3	Ag2CO3	Ag2CO3			Ag2 ( C O3 )	ag2co3 | ag2co3 | ag2co3 | ag2 ( c o3 ) | ceramics | ceramics/ag2co3.cif
Ceramics	Ceramics/Ag2O.cif	Ag2O.cif	Ag2O	Ag2O	Ag2O			Ag2 O	ag2o | ag2o | ag2o | ag2 o | ceramics | ceramics/ag2o.cif
Ceramics	Ceramics/Ag2O3.cif	Ag2O3.cif	Ag2O3	Ag2O3	Ag2O3			Ag2 O3	ag2o3 | ag2o3 | ag2o3 | ag2 o3 | ceramics | ceramics/ag2o3.cif
Ceramics	Ceramics/Ag3O4.cif	Ag3O4.cif	Ag3O4	Ag3O4	Ag3O4			Ag3 O4	ag3o4 | ag3o4 | ag3o4 | ag3 o4 | ceramics | ceramics/ag3o4.cif
Ceramics	Ceramics/AgFeO2.cif	AgFeO2.cif	AgFeO2	AgFeO2	AgFeO2			Ag Fe O2	agfeo2 | agfeo2 | agfeo2 | ag fe o2 | ceramics | ceramics/agfeo2.cif
Ceramics	Ceramics/AgNO2.cif	AgNO2.cif	AgNO2	AgNO2	AgNO2			Ag (NO2)	agno2 | agno2 | agno2 | ag (no2) | ceramics | ceramics/agno2.cif
Ceramics	Ceramics/AgNO3.cif	AgNO3.cif	AgNO3	SilverNitrate	SilverNitrate			Ag ( N O3 )	agno3 | silvernitrate | silvernitrate | ag ( n o3 ) | ceramics | ceramics/agno3.cif
Ceramics	Ceramics/AgO.cif	AgO.cif	AgO	SilverOxide	SilverOxide			Ag O	ago | silveroxide | silveroxide | ag o | ceramics | ceramics/ago.cif
Ceramics	Ceramics/Ammonium-Iron-Fluoride-hexagonal.cif	Ammonium-Iron-Fluoride-hexagonal.cif	Ammonium-Iron-Fluoride-hexagonal	AmmoniumIronFluorideHex	AmmoniumIronFluorideHex			( N H4 )0.75 Fe3 F9	ammonium-iron-fluoride-hexagonal | ammoniumironfluoridehex | ammoniumironfluoridehex | ( n h4 )0.75 fe3 f9 | ceramics | ceramics/ammonium-iron-fluoride-hexagonal.cif
Ceramics	Ceramics/Ammonium-Iron-Fluoride-orthorhombic.cif	Ammonium-Iron-Fluoride-orthorhombic.cif	Ammonium-Iron-Fluoride-orthorhombic	AmmoniumIronFluorideOrtho	AmmoniumIronFluorideOrtho			( N H4 )2 Fe F5	ammonium-iron-fluoride-orthorhombic | ammoniumironfluorideortho | ammoniumironfluorideortho | ( n h4 )2 fe f5 | ceramics | ceramics/ammonium-iron-fluoride-orthorhombic.cif
Ceramics	Ceramics/AmmoniumCopperChlorideHydrate.cif	AmmoniumCopperChlorideHydrate.cif	AmmoniumCopperChlorideHydrate	AmmoniumCopperChlorideHydrate	AmmoniumCopperChlorideHydrate			( N H4 )2 Cu Cl4 ( H2 O )2	ammoniumcopperchloridehydrate | ammoniumcopperchloridehydrate | ammoniumcopperchloridehydrate | ( n h4 )2 cu cl4 ( h2 o )2 | ceramics | ceramics/ammoniumcopperchloridehydrate.cif
Ceramics	Ceramics/AmmoniumCopperFluorideHydrate.cif	AmmoniumCopperFluorideHydrate.cif	AmmoniumCopperFluorideHydrate	AmmoniumCopperFluorideHydrate	AmmoniumCopperFluorideHydrate			( N H4 )2 Cu F4 ( H2 O )2	ammoniumcopperfluoridehydrate | ammoniumcopperfluoridehydrate | ammoniumcopperfluoridehydrate | ( n h4 )2 cu f4 ( h2 o )2 | ceramics | ceramics/ammoniumcopperfluoridehydrate.cif
Ceramics	Ceramics/Ammoniumfluoride.cif	Ammoniumfluoride.cif	Ammoniumfluoride	AmmoniumFluoride	AmmoniumFluoride			( N H4 ) F	ammoniumfluoride | ammoniumfluoride | ammoniumfluoride | ( n h4 ) f | ceramics | ceramics/ammoniumfluoride.cif
Ceramics	Ceramics/Ammoniumsulphate.cif	Ammoniumsulphate.cif	Ammoniumsulphate	Ammoniumsulphate	Ammoniumsulphate			(NH4)2 (SO4)	ammoniumsulphate | ammoniumsulphate | ammoniumsulphate | (nh4)2 (so4) | ceramics | ceramics/ammoniumsulphate.cif
Ceramics	Ceramics/BaO3Ti.cif	BaO3Ti.cif	BaO3Ti	BaO3Ti	BaO3Ti			Ba O3 Ti	bao3ti | bao3ti | bao3ti | ba o3 ti | ceramics | ceramics/bao3ti.cif
Ceramics	Ceramics/BaTiO3-cubic.cif	BaTiO3-cubic.cif	BaTiO3-cubic	BaTiO3Cubic	BaTiO3Cubic			Ba Ti O3	batio3-cubic | batio3cubic | batio3cubic | ba ti o3 | ceramics | ceramics/batio3-cubic.cif
Ceramics	Ceramics/BaTiO3-tetragonal.cif	BaTiO3-tetragonal.cif	BaTiO3-tetragonal	BaTiO3Tetragonal	BaTiO3Tetragonal			Ba Ti O3	batio3-tetragonal | batio3tetragonal | batio3tetragonal | ba ti o3 | ceramics | ceramics/batio3-tetragonal.cif
Ceramics	Ceramics/CaAl2O4.cif	CaAl2O4.cif	CaAl2O4	CaAl2O4	CaAl2O4			Ca Al2 O4	caal2o4 | caal2o4 | caal2o4 | ca al2 o4 | ceramics | ceramics/caal2o4.cif
Ceramics	Ceramics/CaAl4O7.cif	CaAl4O7.cif	CaAl4O7	CaAl4O7	CaAl4O7			Ca Al4 O7	caal4o7 | caal4o7 | caal4o7 | ca al4 o7 | ceramics | ceramics/caal4o7.cif
Ceramics	Ceramics/CaCl2.cif	CaCl2.cif	CaCl2	CaCl2	CaCl2			Ca Cl2	cacl2 | cacl2 | cacl2 | ca cl2 | ceramics | ceramics/cacl2.cif
Ceramics	Ceramics/CaCr2O4-alpha.cif	CaCr2O4-alpha.cif	CaCr2O4-alpha	alphaCaCr2O4	alphaCaCr2O4			Ca Cr2 O4	cacr2o4-alpha | alphacacr2o4 | alphacacr2o4 | ca cr2 o4 | ceramics | ceramics/cacr2o4-alpha.cif
Ceramics	Ceramics/CaCr2O4-beta.cif	CaCr2O4-beta.cif	CaCr2O4-beta	betaCaCr2O4	betaCaCr2O4			Ca Cr2 O4	cacr2o4-beta | betacacr2o4 | betacacr2o4 | ca cr2 o4 | ceramics | ceramics/cacr2o4-beta.cif
Ceramics	Ceramics/CaH2S2O8.cif	CaH2S2O8.cif	CaH2S2O8	CaH2S2O8	CaH2S2O8			Ca H2 (SO4)2	cah2s2o8 | cah2s2o8 | cah2s2o8 | ca h2 (so4)2 | ceramics | ceramics/cah2s2o8.cif
Ceramics	Ceramics/CalciumAluminiumNitrateHydroxideHydrate.cif	CalciumAluminiumNitrateHydroxideHydrate.cif	CalciumAluminiumNitrateHydroxideHydrate	CalciumAluminumNitrateHydroxideHydrate	CalciumAluminumNitrateHydroxideHydrate			Ca2 Al ( N O3 ) ( O H )6 ( H2 O )	calciumaluminiumnitratehydroxidehydrate | calciumaluminumnitratehydroxidehydrate | calciumaluminumnitratehydroxidehydrate | ca2 al ( n o3 ) ( o h )6 ( h2 o ) | ceramics | ceramics/calciumaluminiumnitratehydroxidehydrate.cif
Ceramics	Ceramics/CaN2O6.cif	CaN2O6.cif	CaN2O6	CaN2O6	CaN2O6			Ca (NO3)2	can2o6 | can2o6 | can2o6 | ca (no3)2 | ceramics | ceramics/can2o6.cif
Ceramics	Ceramics/CaS.cif	CaS.cif	CaS	CaS	CaS			Ca S	cas | cas | cas | ca s | ceramics | ceramics/cas.cif
Ceramics	Ceramics/CaSiO3H2O.cif	CaSiO3H2O.cif	CaSiO3H2O	CaSiO3H2O	CaSiO3H2O			Ca Si O3 ( H2 O )	casio3h2o | casio3h2o | casio3h2o | ca si o3 ( h2 o ) | ceramics | ceramics/casio3h2o.cif
Ceramics	Ceramics/CeO2.cif	CeO2.cif	CeO2	CeriumOxide	CeriumOxide			?	ceo2 | ceriumoxide | ceriumoxide | ? | ceramics | ceramics/ceo2.cif
Ceramics	Ceramics/CoFe2O4.cif	CoFe2O4.cif	CoFe2O4	CoFe2O4	CoFe2O4			Fe2 Co O4	cofe2o4 | cofe2o4 | cofe2o4 | fe2 co o4 | ceramics | ceramics/cofe2o4.cif
Ceramics	Ceramics/CoO.cif	CoO.cif	CoO	CoO	CoO			Co O	coo | coo | coo | co o | ceramics | ceramics/coo.cif
Ceramics	Ceramics/CoO2.cif	CoO2.cif	CoO2	CoO2	CoO2			Co O2	coo2 | coo2 | coo2 | co o2 | ceramics | ceramics/coo2.cif
Ceramics	Ceramics/CoOH2.cif	CoOH2.cif	CoOH2	Cobalt_Hydroxide	Cobalt_Hydroxide			Co ( O H )2	cooh2 | cobalt_hydroxide | cobalt_hydroxide | co ( o h )2 | ceramics | ceramics/cooh2.cif
Ceramics	Ceramics/Cr2O3.cif	Cr2O3.cif	Cr2O3	Eskolaite	Eskolaite			Cr2 O3	cr2o3 | eskolaite | eskolaite | cr2 o3 | ceramics | ceramics/cr2o3.cif
Ceramics	Ceramics/Cu2O.cif	Cu2O.cif	Cu2O	Cuprite	Cuprite			Cu2 O	cu2o | cuprite | cuprite | cu2 o | ceramics | ceramics/cu2o.cif
Ceramics	Ceramics/Cu2S.cif	Cu2S.cif	Cu2S	Cu2S	Cu2S			Cu1.75 S	cu2s | cu2s | cu2s | cu1.75 s | ceramics | ceramics/cu2s.cif
Ceramics	Ceramics/Cu3F2F12-12Hydrate.cif	Cu3F2F12-12Hydrate.cif	Cu3F2F12-12Hydrate	Cu3F2F12Hydrate	Cu3F2F12Hydrate			Cu3 Fe2 F12 ( H2 O )12	cu3f2f12-12hydrate | cu3f2f12hydrate | cu3f2f12hydrate | cu3 fe2 f12 ( h2 o )12 | ceramics | ceramics/cu3f2f12-12hydrate.cif
Ceramics	Ceramics/CuCrO4.cif	CuCrO4.cif	CuCrO4	CopperChromate	CopperChromate			CuCrO4	cucro4 | copperchromate | copperchromate | cucro4 | ceramics | ceramics/cucro4.cif
Ceramics	Ceramics/CuF2.cif	CuF2.cif	CuF2	CopperFluoride	CopperFluoride			Cu F2	cuf2 | copperfluoride | copperfluoride | cu f2 | ceramics | ceramics/cuf2.cif
Ceramics	Ceramics/CuO.cif	CuO.cif	CuO	CuO	CuO			Cu O	cuo | cuo | cuo | cu o | ceramics | ceramics/cuo.cif
Ceramics	Ceramics/CuS2.cif	CuS2.cif	CuS2	CuS2	CuS2			Cu S2	cus2 | cus2 | cus2 | cu s2 | ceramics | ceramics/cus2.cif
Ceramics	Ceramics/CuSO4.cif	CuSO4.cif	CuSO4	CuSO4	CuSO4			Cu ( S O4 )	cuso4 | cuso4 | cuso4 | cu ( s o4 ) | ceramics | ceramics/cuso4.cif
Ceramics	Ceramics/Fe3Si2O5_OH4.cif	Fe3Si2O5_OH4.cif	Fe3Si2O5_OH4	Fe3Si2O5OH4	Fe3Si2O5OH4			Fe3 Si2 O5 ( O H )4	fe3si2o5_oh4 | fe3si2o5oh4 | fe3si2o5oh4 | fe3 si2 o5 ( o h )4 | ceramics | ceramics/fe3si2o5_oh4.cif
Ceramics	Ceramics/FeCO3.cif	FeCO3.cif	FeCO3	FeCO3	FeCO3			Fe ( C O3 )	feco3 | feco3 | feco3 | fe ( c o3 ) | ceramics | ceramics/feco3.cif
Ceramics	Ceramics/FeF3-o.cif	FeF3-o.cif	FeF3-o	FeF3o	FeF3o			Fe F3	fef3-o | fef3o | fef3o | fe f3 | ceramics | ceramics/fef3-o.cif
Ceramics	Ceramics/FeF3-t.cif	FeF3-t.cif	FeF3-t	FeF3t	FeF3t			Fe F3	fef3-t | fef3t | fef3t | fe f3 | ceramics | ceramics/fef3-t.cif
Ceramics	Ceramics/HCu2FeF8_H2O10.cif	HCu2FeF8_H2O10.cif	HCu2FeF8_H2O10	HydrogenCopperIronFluorideHydrate	HydrogenCopperIronFluorideHydrate			H Cu2 Fe F8 ( H2 O )10	hcu2fef8_h2o10 | hydrogencopperironfluoridehydrate | hydrogencopperironfluoridehydrate | h cu2 fe f8 ( h2 o )10 | ceramics | ceramics/hcu2fef8_h2o10.cif
Ceramics	Ceramics/HHP.cif	HHP.cif	HHP	HydrogenHydraziniumPhosphate	HydrogenHydraziniumPhosphate			H4 (NH3)2 (PO4)2	hhp | hydrogenhydraziniumphosphate | hydrogenhydraziniumphosphate | h4 (nh3)2 (po4)2 | ceramics | ceramics/hhp.cif
Ceramics	Ceramics/HNaP.cif	HNaP.cif	HNaP	HNaP	HNaP			Na3 H (PO4)3	hnap | hnap | hnap | na3 h (po4)3 | ceramics | ceramics/hnap.cif
Ceramics	Ceramics/HydrogenCopperIronFluorideHydrate.cif	HydrogenCopperIronFluorideHydrate.cif	HydrogenCopperIronFluorideHydrate	HydrogenCopperIronFluorideHydrate	HydrogenCopperIronFluorideHydrate			H Cu2 Fe F8 ( H2 O )10	hydrogencopperironfluoridehydrate | hydrogencopperironfluoridehydrate | hydrogencopperironfluoridehydrate | h cu2 fe f8 ( h2 o )10 | ceramics | ceramics/hydrogencopperironfluoridehydrate.cif
Ceramics	Ceramics/In2S3.cif	In2S3.cif	In2S3	Indiumsulfide	Indiumsulfide			In2 S3	in2s3 | indiumsulfide | indiumsulfide | in2 s3 | ceramics | ceramics/in2s3.cif
Ceramics	Ceramics/KCl.cif	KCl.cif	KCl	KCl	KCl			KCl	kcl | kcl | kcl | kcl | ceramics | ceramics/kcl.cif
Ceramics	Ceramics/KNO3.cif	KNO3.cif	KNO3	KNO3	KNO3			K ( N O3 )	kno3 | kno3 | kno3 | k ( n o3 ) | ceramics | ceramics/kno3.cif
Ceramics	Ceramics/La2B8O15.cif	La2B8O15.cif	La2B8O15	LanthanumBorate	LanthanumBorate			La2 B8 O15	la2b8o15 | lanthanumborate | lanthanumborate | la2 b8 o15 | ceramics | ceramics/la2b8o15.cif
Ceramics	Ceramics/La2O3.cif	La2O3.cif	La2O3	LanthanumOxide	LanthanumOxide			La2 O3	la2o3 | lanthanumoxide | lanthanumoxide | la2 o3 | ceramics | ceramics/la2o3.cif
Ceramics	Ceramics/La4B10O21.cif	La4B10O21.cif	La4B10O21	LanthanumBorate	LanthanumBorate			La4 B10 O21	la4b10o21 | lanthanumborate | lanthanumborate | la4 b10 o21 | ceramics | ceramics/la4b10o21.cif
Ceramics	Ceramics/La4B14O27.cif	La4B14O27.cif	La4B14O27	BoronLanthanumOxide	BoronLanthanumOxide			La4 B14 O27	la4b14o27 | boronlanthanumoxide | boronlanthanumoxide | la4 b14 o27 | ceramics | ceramics/la4b14o27.cif
Ceramics	Ceramics/LaB3O6.cif	LaB3O6.cif	LaB3O6	BoronLanthanumOxide	BoronLanthanumOxide			La B3 O6	lab3o6 | boronlanthanumoxide | boronlanthanumoxide | la b3 o6 | ceramics | ceramics/lab3o6.cif
Ceramics	Ceramics/LaB6.cif	LaB6.cif	LaB6	LaB6	LaB6			La B6	lab6 | lab6 | lab6 | la b6 | ceramics | ceramics/lab6.cif
Ceramics	Ceramics/LaBO3.cif	LaBO3.cif	LaBO3	LanthanumBorate	LanthanumBorate			La ( B O3 )	labo3 | lanthanumborate | lanthanumborate | la ( b o3 ) | ceramics | ceramics/labo3.cif
Ceramics	Ceramics/LaO.cif	LaO.cif	LaO	LanthanumOxide	LanthanumOxide			La O	lao | lanthanumoxide | lanthanumoxide | la o | ceramics | ceramics/lao.cif
Ceramics	Ceramics/LiF.cif	LiF.cif	LiF	LiF	LiF			Li F	lif | lif | lif | li f | ceramics | ceramics/lif.cif
Ceramics	Ceramics/MgCl2_6H2O.cif	MgCl2_6H2O.cif	MgCl2_6H2O	MgCl26H2O	MgCl26H2O			Cl2 H12 Mg O6	mgcl2_6h2o | mgcl26h2o | mgcl26h2o | cl2 h12 mg o6 | ceramics | ceramics/mgcl2_6h2o.cif
Ceramics	Ceramics/MgSO4_7H2O.cif	MgSO4_7H2O.cif	MgSO4_7H2O	Epsomite	Epsomite			Mg ( S O4 ) ( H2 O )7	mgso4_7h2o | epsomite | epsomite | mg ( s o4 ) ( h2 o )7 | ceramics | ceramics/mgso4_7h2o.cif
Ceramics	Ceramics/MgSO4_alpha.cif	MgSO4_alpha.cif	MgSO4_alpha	alphaMgSO4	alphaMgSO4			Mg ( S O4 )	mgso4_alpha | alphamgso4 | alphamgso4 | mg ( s o4 ) | ceramics | ceramics/mgso4_alpha.cif
Ceramics	Ceramics/MgSO4_beta.cif	MgSO4_beta.cif	MgSO4_beta	betaMgSO4	betaMgSO4			Mg ( S O4 )	mgso4_beta | betamgso4 | betamgso4 | mg ( s o4 ) | ceramics | ceramics/mgso4_beta.cif
Ceramics	Ceramics/Mo3Fe0_1Ni1_9N.cif	Mo3Fe0_1Ni1_9N.cif	Mo3Fe0_1Ni1_9N	MolybdenumIronNickelNitride	MolybdenumIronNickelNitride			Mo3 Fe0.1 Ni1.9 N	mo3fe0_1ni1_9n | molybdenumironnickelnitride | molybdenumironnickelnitride | mo3 fe0.1 ni1.9 n | ceramics | ceramics/mo3fe0_1ni1_9n.cif
Ceramics	Ceramics/Mo3Ni2N.cif	Mo3Ni2N.cif	Mo3Ni2N	MolybdenumNickelNitride	MolybdenumNickelNitride			Mo3 Ni2 N	mo3ni2n | molybdenumnickelnitride | molybdenumnickelnitride | mo3 ni2 n | ceramics | ceramics/mo3ni2n.cif
Ceramics	Ceramics/MoNi.cif	MoNi.cif	MoNi	MoNi	MoNi			Mo0.5 Ni0.5	moni | moni | moni | mo0.5 ni0.5 | ceramics | ceramics/moni.cif
Ceramics	Ceramics/MoNi3.cif	MoNi3.cif	MoNi3	MoNi3	MoNi3			Mo Ni3	moni3 | moni3 | moni3 | mo ni3 | ceramics | ceramics/moni3.cif
Ceramics	Ceramics/MoNi4.cif	MoNi4.cif	MoNi4	MoNi4	MoNi4			Mo Ni4	moni4 | moni4 | moni4 | mo ni4 | ceramics | ceramics/moni4.cif
Ceramics	Ceramics/Na1p3Al11O17p15.cif	Na1p3Al11O17p15.cif	Na1p3Al11O17p15	SodiumAluminumOxide	SodiumAluminumOxide			Na1.3 Al11 O17.15	na1p3al11o17p15 | sodiumaluminumoxide | sodiumaluminumoxide | na1.3 al11 o17.15 | ceramics | ceramics/na1p3al11o17p15.cif
Ceramics	Ceramics/Na1p77Al11O17.cif	Na1p77Al11O17.cif	Na1p77Al11O17	SodiumAluminumOxide	SodiumAluminumOxide			Na1.77 Al11 O17	na1p77al11o17 | sodiumaluminumoxide | sodiumaluminumoxide | na1.77 al11 o17 | ceramics | ceramics/na1p77al11o17.cif
Ceramics	Ceramics/Na2CaSiO4.cif	Na2CaSiO4.cif	Na2CaSiO4	SodiumCalciumSilicate	SodiumCalciumSilicate			Na2 Ca Si O4	na2casio4 | sodiumcalciumsilicate | sodiumcalciumsilicate | na2 ca si o4 | ceramics | ceramics/na2casio4.cif
Ceramics	Ceramics/Na2Cu4S3.cif	Na2Cu4S3.cif	Na2Cu4S3	Na2Cu4S3	Na2Cu4S3			Na2 Cu4 S3	na2cu4s3 | na2cu4s3 | na2cu4s3 | na2 cu4 s3 | ceramics | ceramics/na2cu4s3.cif
Ceramics	Ceramics/Na2SO4.cif	Na2SO4.cif	Na2SO4	Na2SO4	Na2SO4			Na2 ( S O4 )	na2so4 | na2so4 | na2so4 | na2 ( s o4 ) | ceramics | ceramics/na2so4.cif
Ceramics	Ceramics/Na3Al22O34.cif	Na3Al22O34.cif	Na3Al22O34	SodiumAluminumOxide	SodiumAluminumOxide			Na3 Al22 O34	na3al22o34 | sodiumaluminumoxide | sodiumaluminumoxide | na3 al22 o34 | ceramics | ceramics/na3al22o34.cif
Ceramics	Ceramics/Na4_4Ca3_8Si6O18.cif	Na4_4Ca3_8Si6O18.cif	Na4_4Ca3_8Si6O18	SodiumCalciumSilicate	SodiumCalciumSilicate			Na4.4 Ca3.8 ( Si6 O18 )	na4_4ca3_8si6o18 | sodiumcalciumsilicate | sodiumcalciumsilicate | na4.4 ca3.8 ( si6 o18 ) | ceramics | ceramics/na4_4ca3_8si6o18.cif
Ceramics	Ceramics/Na4Cu2S3.cif	Na4Cu2S3.cif	Na4Cu2S3	Na4Cu2S3	Na4Cu2S3			Na4 Cu2 S3	na4cu2s3 | na4cu2s3 | na4cu2s3 | na4 cu2 s3 | ceramics | ceramics/na4cu2s3.cif
Ceramics	Ceramics/Na5_27Ca3Si6O18.cif	Na5_27Ca3Si6O18.cif	Na5_27Ca3Si6O18	SodiumCalciumSilicate	SodiumCalciumSilicate			Na5.27 Ca3 ( Si6 O18 )	na5_27ca3si6o18 | sodiumcalciumsilicate | sodiumcalciumsilicate | na5.27 ca3 ( si6 o18 ) | ceramics | ceramics/na5_27ca3si6o18.cif
Ceramics	Ceramics/Na7Cu12S10.cif	Na7Cu12S10.cif	Na7Cu12S10	Na7Cu12S10	Na7Cu12S10			Na7 Cu12 S10	na7cu12s10 | na7cu12s10 | na7cu12s10 | na7 cu12 s10 | ceramics | ceramics/na7cu12s10.cif
Ceramics	Ceramics/Na8Al6SiO4_6Cl2.cif	Na8Al6SiO4_6Cl2.cif	Na8Al6SiO4_6Cl2	SodiumAluminumChlorideSilicate	SodiumAluminumChlorideSilicate			Na8 Al6 (Si O4)6 Cl2	na8al6sio4_6cl2 | sodiumaluminumchloridesilicate | sodiumaluminumchloridesilicate | na8 al6 (si o4)6 cl2 | ceramics | ceramics/na8al6sio4_6cl2.cif
Ceramics	Ceramics/NaAl11O17.cif	NaAl11O17.cif	NaAl11O17	SodiumAluminumOxide	SodiumAluminumOxide			Na Al11 O17	naal11o17 | sodiumaluminumoxide | sodiumaluminumoxide | na al11 o17 | ceramics | ceramics/naal11o17.cif
Ceramics	Ceramics/NaAlSiO4.cif	NaAlSiO4.cif	NaAlSiO4	NaAlSiO4	NaAlSiO4			Na Al (Si O4)	naalsio4 | naalsio4 | naalsio4 | na al (si o4) | ceramics | ceramics/naalsio4.cif
Ceramics	Ceramics/NaFeFeCN_ICSD_15560.cif	NaFeFeCN_ICSD_15560.cif	NaFeFeCN_ICSD_15560	Sodiumironhexacyanoferratehydrate	Sodiumironhexacyanoferratehydrate			C6 Fe2 N6 Na1.88	nafefecn_icsd_15560 | sodiumironhexacyanoferratehydrate | sodiumironhexacyanoferratehydrate | c6 fe2 n6 na1.88 | ceramics | ceramics/nafefecn_icsd_15560.cif
Ceramics	Ceramics/NaHSO4.cif	NaHSO4.cif	NaHSO4	SodiumHydrogenSulfate	SodiumHydrogenSulfate			Na H S O4	nahso4 | sodiumhydrogensulfate | sodiumhydrogensulfate | na h s o4 | ceramics | ceramics/nahso4.cif
Ceramics	Ceramics/NaNitrate.cif	NaNitrate.cif	NaNitrate	NaNO3	NaNO3			Na ( N O3 )	nanitrate | nano3 | nano3 | na ( n o3 ) | ceramics | ceramics/nanitrate.cif
Ceramics	Ceramics/NaYF4.cif	NaYF4.cif	NaYF4	NaYF4	NaYF4			Na Y F4	nayf4 | nayf4 | nayf4 | na y f4 | ceramics | ceramics/nayf4.cif
Ceramics	Ceramics/Nb095O175F125.cif	Nb095O175F125.cif	Nb095O175F125	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb0.95 O1.75 F1.25	nb095o175f125 | niobiumoxidefluoride | niobiumoxidefluoride | nb0.95 o1.75 f1.25 | ceramics | ceramics/nb095o175f125.cif
Ceramics	Ceramics/Nb2O2F3.cif	Nb2O2F3.cif	Nb2O2F3	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb2 O2 F3	nb2o2f3 | niobiumoxidefluoride | niobiumoxidefluoride | nb2 o2 f3 | ceramics | ceramics/nb2o2f3.cif
Ceramics	Ceramics/Nb3O7F.cif	Nb3O7F.cif	Nb3O7F	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb3 O7 F	nb3o7f | niobiumoxidefluoride | niobiumoxidefluoride | nb3 o7 f | ceramics | ceramics/nb3o7f.cif
Ceramics	Ceramics/Nb9PO25.cif	Nb9PO25.cif	Nb9PO25	NiobiumPhosphorusOxide	NiobiumPhosphorusOxide			Nb9 P O25	nb9po25 | niobiumphosphorusoxide | niobiumphosphorusoxide | nb9 p o25 | ceramics | ceramics/nb9po25.cif
Ceramics	Ceramics/NbO02F2_8.cif	NbO02F2_8.cif	NbO02F2_8	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb O0.2 F2.8	nbo02f2_8 | niobiumoxidefluoride | niobiumoxidefluoride | nb o0.2 f2.8 | ceramics | ceramics/nbo02f2_8.cif
Ceramics	Ceramics/NbO04F2_6.cif	NbO04F2_6.cif	NbO04F2_6	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb O0.4 F2.6	nbo04f2_6 | niobiumoxidefluoride | niobiumoxidefluoride | nb o0.4 f2.6 | ceramics | ceramics/nbo04f2_6.cif
Ceramics	Ceramics/NbO2.cif	NbO2.cif	NbO2	NiobiumOxide	NiobiumOxide			Nb O2	nbo2 | niobiumoxide | niobiumoxide | nb o2 | ceramics | ceramics/nbo2.cif
Ceramics	Ceramics/NbO2F.cif	NbO2F.cif	NbO2F	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb O2 F	nbo2f | niobiumoxidefluoride | niobiumoxidefluoride | nb o2 f | ceramics | ceramics/nbo2f.cif
Ceramics	Ceramics/NbOF3.cif	NbOF3.cif	NbOF3	NiobiumOxideFluoride	NiobiumOxideFluoride			Nb O F3	nbof3 | niobiumoxidefluoride | niobiumoxidefluoride | nb o f3 | ceramics | ceramics/nbof3.cif
Ceramics	Ceramics/NbPO4O.cif	NbPO4O.cif	NbPO4O	NiobiumPhosphateOxide	NiobiumPhosphateOxide			Nb ( P O4 ) O	nbpo4o | niobiumphosphateoxide | niobiumphosphateoxide | nb ( p o4 ) o | ceramics | ceramics/nbpo4o.cif
