top_category	rel_path	file_name	stem	data_block	chemical_name_common	chemical_name_mineral	chemical_name_systematic	chemical_formula_sum	search_key
BGMN	BGMN/Sphalerite.cif	Sphalerite.cif	Sphalerite	SPHALERITE	SPHALERITE			?	sphalerite | sphalerite | sphalerite | ? | bgmn | bgmn/sphalerite.cif
BGMN	BGMN/SPINEL.cif	SPINEL.cif	SPINEL	Spinel	Spinel			?	spinel | spinel | spinel | ? | bgmn | bgmn/spinel.cif
BGMN	BGMN/SPODUMEN.cif	SPODUMEN.cif	SPODUMEN	Spodumene	Spodumene			?	spodumen | spodumene | spodumene | ? | bgmn | bgmn/spodumen.cif
BGMN	BGMN/STANNITE.cif	STANNITE.cif	STANNITE	Stannite_Zn	Stannite_Zn			?	stannite | stannite_zn | stannite_zn | ? | bgmn | bgmn/stannite.cif
BGMN	BGMN/STARKEYI.cif	STARKEYI.cif	STARKEYI	Starkeyite	Starkeyite			?	starkeyi | starkeyite | starkeyite | ? | bgmn | bgmn/starkeyi.cif
BGMN	BGMN/Stibnite.cif	Stibnite.cif	Stibnite	Stibnite	Stibnite			?	stibnite | stibnite | stibnite | ? | bgmn | bgmn/stibnite.cif
BGMN	BGMN/STILBITE.cif	STILBITE.cif	STILBITE	Stilbite	Stilbite			?	stilbite | stilbite | stilbite | ? | bgmn | bgmn/stilbite.cif
BGMN	BGMN/Struvite.cif	Struvite.cif	Struvite	Struvite	Struvite			?	struvite | struvite | struvite | ? | bgmn | bgmn/struvite.cif
BGMN	BGMN/Sulfur_alpha.cif	Sulfur_alpha.cif	Sulfur_alpha	Sulfur_alpha	Sulfur_alpha			?	sulfur_alpha | sulfur_alpha | sulfur_alpha | ? | bgmn | bgmn/sulfur_alpha.cif
BGMN	BGMN/Svanbergite.cif	Svanbergite.cif	Svanbergite	Svanbergite	Svanbergite			?	svanbergite | svanbergite | svanbergite | ? | bgmn | bgmn/svanbergite.cif
BGMN	BGMN/SYLVITE.cif	SYLVITE.cif	SYLVITE	Sylvite	Sylvite			?	sylvite | sylvite | sylvite | ? | bgmn | bgmn/sylvite.cif
BGMN	BGMN/Syngenite.cif	Syngenite.cif	Syngenite	Syngenite	Syngenite			?	syngenite | syngenite | syngenite | ? | bgmn | bgmn/syngenite.cif
BGMN	BGMN/SZOMOLNO.cif	SZOMOLNO.cif	SZOMOLNO	Szomolnokite	Szomolnokite			?	szomolno | szomolnokite | szomolnokite | ? | bgmn | bgmn/szomolno.cif
BGMN	BGMN/Tachyhydrite.cif	Tachyhydrite.cif	Tachyhydrite	Tachyhydrite	Tachyhydrite			?	tachyhydrite | tachyhydrite | tachyhydrite | ? | bgmn | bgmn/tachyhydrite.cif
BGMN	BGMN/Talc.cif	Talc.cif	Talc	TALC_C_1	TALC_C-1			?	talc | talc_c_1 | talc_c-1 | ? | bgmn | bgmn/talc.cif
BGMN	BGMN/Tcpalpha.cif	Tcpalpha.cif	Tcpalpha	TCP_alpha	TCP_alpha			?	tcpalpha | tcp_alpha | tcp_alpha | ? | bgmn | bgmn/tcpalpha.cif
BGMN	BGMN/Tcpbeta.cif	Tcpbeta.cif	Tcpbeta	TCP_beta	TCP_beta			?	tcpbeta | tcp_beta | tcp_beta | ? | bgmn | bgmn/tcpbeta.cif
BGMN	BGMN/TENORITE.cif	TENORITE.cif	TENORITE	Tenorite	Tenorite			?	tenorite | tenorite | tenorite | ? | bgmn | bgmn/tenorite.cif
BGMN	BGMN/Tetrahed.cif	Tetrahed.cif	Tetrahed	Tetrahedrite	Tetrahedrite			?	tetrahed | tetrahedrite | tetrahedrite | ? | bgmn | bgmn/tetrahed.cif
BGMN	BGMN/Tetranatro.cif	Tetranatro.cif	Tetranatro	Tetranatrolite	Tetranatrolite			?	tetranatro | tetranatrolite | tetranatrolite | ? | bgmn | bgmn/tetranatro.cif
BGMN	BGMN/Thenardite.cif	Thenardite.cif	Thenardite	Thenardite	Thenardite			?	thenardite | thenardite | thenardite | ? | bgmn | bgmn/thenardite.cif
BGMN	BGMN/THERMONA.cif	THERMONA.cif	THERMONA	Thermonatrite	Thermonatrite			?	thermona | thermonatrite | thermonatrite | ? | bgmn | bgmn/thermona.cif
BGMN	BGMN/TI4O7.cif	TI4O7.cif	TI4O7	Ti4O7	Ti4O7			?	ti4o7 | ti4o7 | ti4o7 | ? | bgmn | bgmn/ti4o7.cif
BGMN	BGMN/TITANITE.cif	TITANITE.cif	TITANITE	Titanite	Titanite			?	titanite | titanite | titanite | ? | bgmn | bgmn/titanite.cif
BGMN	BGMN/TITANOMA.cif	TITANOMA.cif	TITANOMA	Magnetite_Ti	Magnetite_Ti			?	titanoma | magnetite_ti | magnetite_ti | ? | bgmn | bgmn/titanoma.cif
BGMN	BGMN/Tob11mkl.cif	Tob11mkl.cif	Tob11mkl	Tobermorite_11A_monoclinic	Tobermorite_11A_monoclinic			?	tob11mkl | tobermorite_11a_monoclinic | tobermorite_11a_monoclinic | ? | bgmn | bgmn/tob11mkl.cif
BGMN	BGMN/Tobermorite11A.cif	Tobermorite11A.cif	Tobermorite11A	Tobermorite_11A	Tobermorite_11A			?	tobermorite11a | tobermorite_11a | tobermorite_11a | ? | bgmn | bgmn/tobermorite11a.cif
BGMN	BGMN/Tobermorite9A.cif	Tobermorite9A.cif	Tobermorite9A	Tobermorite9A	Tobermorite9A			?	tobermorite9a | tobermorite9a | tobermorite9a | ? | bgmn | bgmn/tobermorite9a.cif
BGMN	BGMN/Todorokite.cif	Todorokite.cif	Todorokite	Todorokite	Todorokite			?	todorokite | todorokite | todorokite | ? | bgmn | bgmn/todorokite.cif
BGMN	BGMN/Topaz.cif	Topaz.cif	Topaz	Topaz	Topaz			?	topaz | topaz | topaz | ? | bgmn | bgmn/topaz.cif
BGMN	BGMN/TRIDYLOW.cif	TRIDYLOW.cif	TRIDYLOW	Tridymite_low	Tridymite_low			?	tridylow | tridymite_low | tridymite_low | ? | bgmn | bgmn/tridylow.cif
BGMN	BGMN/Tridyorth.cif	Tridyorth.cif	Tridyorth	TRIDYMITE_ORTHORHOMBIC	TRIDYMITE_ORTHORHOMBIC			?	tridyorth | tridymite_orthorhombic | tridymite_orthorhombic | ? | bgmn | bgmn/tridyorth.cif
BGMN	BGMN/TROILITE.cif	TROILITE.cif	TROILITE	Troilite	Troilite			?	troilite | troilite | troilite | ? | bgmn | bgmn/troilite.cif
BGMN	BGMN/TRONA.cif	TRONA.cif	TRONA	Trona	Trona			?	trona | trona | trona | ? | bgmn | bgmn/trona.cif
BGMN	BGMN/TTCP.cif	TTCP.cif	TTCP	TTCP_Hilgenstockite	TTCP_Hilgenstockite			?	ttcp | ttcp_hilgenstockite | ttcp_hilgenstockite | ? | bgmn | bgmn/ttcp.cif
BGMN	BGMN/Uricacid.cif	Uricacid.cif	Uricacid	Uricacid	Uricacid			?	uricacid | uricacid | uricacid | ? | bgmn | bgmn/uricacid.cif
BGMN	BGMN/Uricaciddihydrate.cif	Uricaciddihydrate.cif	Uricaciddihydrate	Uricaciddihydrate	Uricaciddihydrate			?	uricaciddihydrate | uricaciddihydrate | uricaciddihydrate | ? | bgmn | bgmn/uricaciddihydrate.cif
BGMN	BGMN/VATERITE.cif	VATERITE.cif	VATERITE	Vaterite	Vaterite			?	vaterite | vaterite | vaterite | ? | bgmn | bgmn/vaterite.cif
BGMN	BGMN/Villiaumite.cif	Villiaumite.cif	Villiaumite	Villiaumite	Villiaumite			?	villiaumite | villiaumite | villiaumite | ? | bgmn | bgmn/villiaumite.cif
BGMN	BGMN/Vivianite.cif	Vivianite.cif	Vivianite	Vivianite	Vivianite			?	vivianite | vivianite | vivianite | ? | bgmn | bgmn/vivianite.cif
BGMN	BGMN/WC.cif	WC.cif	WC	Tungsten_Carbide	Tungsten_Carbide			?	wc | tungsten_carbide | tungsten_carbide | ? | bgmn | bgmn/wc.cif
BGMN	BGMN/Weddellite.cif	Weddellite.cif	Weddellite	Weddellite	Weddellite			?	weddellite | weddellite | weddellite | ? | bgmn | bgmn/weddellite.cif
BGMN	BGMN/Whewellite.cif	Whewellite.cif	Whewellite	Whewellite	Whewellite			?	whewellite | whewellite | whewellite | ? | bgmn | bgmn/whewellite.cif
BGMN	BGMN/Witherite.cif	Witherite.cif	Witherite	Witherite	Witherite			?	witherite | witherite | witherite | ? | bgmn | bgmn/witherite.cif
BGMN	BGMN/Wollastonite1t.cif	Wollastonite1t.cif	Wollastonite1t	Wollastonite_1T	Wollastonite_1T			?	wollastonite1t | wollastonite_1t | wollastonite_1t | ? | bgmn | bgmn/wollastonite1t.cif
BGMN	BGMN/Wollastonite2m.cif	Wollastonite2m.cif	Wollastonite2m	Wollastonite_2M	Wollastonite_2M			?	wollastonite2m | wollastonite_2m | wollastonite_2m | ? | bgmn | bgmn/wollastonite2m.cif
BGMN	BGMN/WUESTITE.cif	WUESTITE.cif	WUESTITE	Wuestite	Wuestite			?	wuestite | wuestite | wuestite | ? | bgmn | bgmn/wuestite.cif
BGMN	BGMN/WURTZITE.cif	WURTZITE.cif	WURTZITE	WURTZITE_2H	WURTZITE_2H			?	wurtzite | wurtzite_2h | wurtzite_2h | ? | bgmn | bgmn/wurtzite.cif
BGMN	BGMN/XENOTIME.cif	XENOTIME.cif	XENOTIME	Xenotime	Xenotime			?	xenotime | xenotime | xenotime | ? | bgmn | bgmn/xenotime.cif
BGMN	BGMN/Xonotlite.cif	Xonotlite.cif	Xonotlite	Xonotlite	Xonotlite			?	xonotlite | xonotlite | xonotlite | ? | bgmn | bgmn/xonotlite.cif
BGMN	BGMN/Y2O3.cif	Y2O3.cif	Y2O3	Y2O3	Y2O3			?	y2o3 | y2o3 | y2o3 | ? | bgmn | bgmn/y2o3.cif
BGMN	BGMN/Y4Al2O9.cif	Y4Al2O9.cif	Y4Al2O9	Y4Al2O9	Y4Al2O9			?	y4al2o9 | y4al2o9 | y4al2o9 | ? | bgmn | bgmn/y4al2o9.cif
BGMN	BGMN/Yag.cif	Yag.cif	Yag	YAG	YAG			?	yag | yag | yag | ? | bgmn | bgmn/yag.cif
BGMN	BGMN/Ysi2.cif	Ysi2.cif	Ysi2	YSi2	YSi2			?	ysi2 | ysi2 | ysi2 | ? | bgmn | bgmn/ysi2.cif
BGMN	BGMN/Yttriumsilicide.cif	Yttriumsilicide.cif	Yttriumsilicide	Y0_99Si1_667	Y0.99Si1.667			?	yttriumsilicide | y0_99si1_667 | y0.99si1.667 | ? | bgmn | bgmn/yttriumsilicide.cif
BGMN	BGMN/ZENAHY10.cif	ZENAHY10.cif	ZENAHY10	Zeolite_NaHY10	Zeolite_NaHY10			?	zenahy10 | zeolite_nahy10 | zeolite_nahy10 | ? | bgmn | bgmn/zenahy10.cif
BGMN	BGMN/Zincite.cif	Zincite.cif	Zincite	Zincite	Zincite			?	zincite | zincite | zincite | ? | bgmn | bgmn/zincite.cif
BGMN	BGMN/Zinnwaldite.cif	Zinnwaldite.cif	Zinnwaldite	Zinnwaldite_1M	Zinnwaldite_1M			?	zinnwaldite | zinnwaldite_1m | zinnwaldite_1m | ? | bgmn | bgmn/zinnwaldite.cif
BGMN	BGMN/ZIRCON.cif	ZIRCON.cif	ZIRCON	Zircon	Zircon			?	zircon | zircon | zircon | ? | bgmn | bgmn/zircon.cif
BGMN	BGMN/ZN5OH8CL.cif	ZN5OH8CL.cif	ZN5OH8CL	Zn5_OH_8CL2_H2O	Zn5(OH)8CL2(H2O)			?	zn5oh8cl | zn5_oh_8cl2_h2o | zn5(oh)8cl2(h2o) | ? | bgmn | bgmn/zn5oh8cl.cif
BGMN	BGMN/Zoisite.cif	Zoisite.cif	Zoisite	Zoisite	Zoisite			?	zoisite | zoisite | zoisite | ? | bgmn | bgmn/zoisite.cif
BGMN	BGMN/Zro2cacub.cif	Zro2cacub.cif	Zro2cacub	ZrO2_Ca_cubic	ZrO2_Ca_cubic			?	zro2cacub | zro2_ca_cubic | zro2_ca_cubic | ? | bgmn | bgmn/zro2cacub.cif
BGMN	BGMN/Zro2cub.cif	Zro2cub.cif	Zro2cub	ZrO2_cubic	ZrO2_cubic			?	zro2cub | zro2_cubic | zro2_cubic | ? | bgmn | bgmn/zro2cub.cif
BGMN	BGMN/ZRO2MKL.cif	ZRO2MKL.cif	ZRO2MKL	ZrO2_Baddeleyite	ZrO2_Baddeleyite			?	zro2mkl | zro2_baddeleyite | zro2_baddeleyite | ? | bgmn | bgmn/zro2mkl.cif
BGMN	BGMN/Zro2tet.cif	Zro2tet.cif	Zro2tet	ZrO2_tetragonal	ZrO2_tetragonal			?	zro2tet | zro2_tetragonal | zro2_tetragonal | ? | bgmn | bgmn/zro2tet.cif
BGMN	BGMN/Zro2y21.cif	Zro2y21.cif	Zro2y21	ZrO2_Y0_21_cubic	ZrO2_Y0.21_cubic			?	zro2y21 | zro2_y0_21_cubic | zro2_y0.21_cubic | ? | bgmn | bgmn/zro2y21.cif
BGMN	BGMN/Zro2y28.cif	Zro2y28.cif	Zro2y28	ZrO2_Y0_28_cubic	ZrO2_Y0.28_cubic			?	zro2y28 | zro2_y0_28_cubic | zro2_y0.28_cubic | ? | bgmn | bgmn/zro2y28.cif
BGMN	BGMN/Zro2ycub.cif	Zro2ycub.cif	Zro2ycub	ZrO2_Y_cubic	ZrO2_Y_cubic			?	zro2ycub | zro2_y_cubic | zro2_y_cubic | ? | bgmn | bgmn/zro2ycub.cif
Cement	Cement/C2S-alpha.cif	C2S-alpha.cif	C2S-alpha	alphaC2S	alphaC2S			Ca2SiO4	c2s-alpha | alphac2s | alphac2s | ca2sio4 | cement | cement/c2s-alpha.cif
Cement	Cement/C2S-beta.cif	C2S-beta.cif	C2S-beta	betaC2S	betaC2S			Ca2 (SiO4)	c2s-beta | betac2s | betac2s | ca2 (sio4) | cement | cement/c2s-beta.cif
Cement	Cement/C2S-gamma.cif	C2S-gamma.cif	C2S-gamma	gammaC2S	gammaC2S			Ca2 (SiO4)	c2s-gamma | gammac2s | gammac2s | ca2 (sio4) | cement | cement/c2s-gamma.cif
Cement	Cement/C3S-Alite-m.cif	C3S-Alite-m.cif	C3S-Alite-m	C3SaliteM	C3SaliteM			Ca3 (SiO4) O	c3s-alite-m | c3salitem | c3salitem | ca3 (sio4) o | cement | cement/c3s-alite-m.cif
Cement	Cement/C3S-Alite-r.cif	C3S-Alite-r.cif	C3S-Alite-r	C3SaliteR	C3SaliteR			Ca3 (SiO4) O	c3s-alite-r | c3saliter | c3saliter | ca3 (sio4) o | cement | cement/c3s-alite-r.cif
Cement	Cement/C3S-Alite-t.cif	C3S-Alite-t.cif	C3S-Alite-t	C3SaliteT	C3SaliteT			Ca3 (SiO4) O	c3s-alite-t | c3salitet | c3salitet | ca3 (sio4) o | cement | cement/c3s-alite-t.cif
Cement	Cement/Ca2SiO3O2H2.cif	Ca2SiO3O2H2.cif	Ca2SiO3O2H2	Ca2SiO3O2H2	Ca2SiO3O2H2			Ca2 (SiO3) (OH)2	ca2sio3o2h2 | ca2sio3o2h2 | ca2sio3o2h2 | ca2 (sio3) (oh)2 | cement | cement/ca2sio3o2h2.cif
Cement	Cement/CaOH2.cif	CaOH2.cif	CaOH2	CaOH2	CaOH2			Ca (OH)2	caoh2 | caoh2 | caoh2 | ca (oh)2 | cement | cement/caoh2.cif
Cement	Cement/CSA.cif	CSA.cif	CSA	CSA	CSA			Ca (SO4)	csa | csa | csa | ca (so4) | cement | cement/csa.cif
Cement	Cement/CSD.cif	CSD.cif	CSD	CSD	CSD			Ca ( S O4 ) ( H2 O )2	csd | csd | csd | ca ( s o4 ) ( h2 o )2 | cement | cement/csd.cif
Cement	Cement/CSH.cif	CSH.cif	CSH	CSH	CSH			Ca2 (SO4)2 (H2O)	csh | csh | csh | ca2 (so4)2 (h2o) | cement | cement/csh.cif
Cement	Cement/CSH-0625.cif	CSH-0625.cif	CSH-0625	CSH0625	CSH0625			Ca8 ( S O4 )8 ( H2 O )5	csh-0625 | csh0625 | csh0625 | ca8 ( s o4 )8 ( h2 o )5 | cement | cement/csh-0625.cif
Cement-PST	Cement-PST/Alite-Mono-DeLeTorre.cif	Alite-Mono-DeLeTorre.cif	Alite-Mono-DeLeTorre	Alite	Alite			Ca3 (Si O4) O	alite-mono-deletorre | alite | alite | ca3 (si o4) o | cement-pst | cement-pst/alite-mono-deletorre.cif
Cement-PST	Cement-PST/Alite-Mono-Hatrurite.cif	Alite-Mono-Hatrurite.cif	Alite-Mono-Hatrurite	C3S_monoclinic	C3S_monoclinic			Ca3 (SiO4) O	alite-mono-hatrurite | c3s_monoclinic | c3s_monoclinic | ca3 (sio4) o | cement-pst | cement-pst/alite-mono-hatrurite.cif
Cement-PST	Cement-PST/Alite-Mono-M1.cif	Alite-Mono-M1.cif	Alite-Mono-M1	AliteM1	AliteM1			Ca3 Si O5	alite-mono-m1 | alitem1 | alitem1 | ca3 si o5 | cement-pst | cement-pst/alite-mono-m1.cif
Cement-PST	Cement-PST/Alite-Mumme.cif	Alite-Mumme.cif	Alite-Mumme	Hatrurite	Hatrurite			Ca3 (Si O4) O	alite-mumme | hatrurite | hatrurite | ca3 (si o4) o | cement-pst | cement-pst/alite-mumme.cif
Cement-PST	Cement-PST/Alite-Nishi.cif	Alite-Nishi.cif	Alite-Nishi	Alite	Alite			Ca3SiO5	alite-nishi | alite | alite | ca3sio5 | cement-pst | cement-pst/alite-nishi.cif
Cement-PST	Cement-PST/Alite-Triclinic-P1.cif	Alite-Triclinic-P1.cif	Alite-Triclinic-P1	Alite	Alite			Ca3 Si O5	alite-triclinic-p1 | alite | alite | ca3 si o5 | cement-pst | cement-pst/alite-triclinic-p1.cif
Cement-PST	Cement-PST/Alite_deNorifontaine_M1_Pc.cif	Alite_deNorifontaine_M1_Pc.cif	Alite_deNorifontaine_M1_Pc	Alite	Alite			Ca3 (Si O4) O	alite_denorifontaine_m1_pc | alite | alite | ca3 (si o4) o | cement-pst | cement-pst/alite_denorifontaine_m1_pc.cif
Cement-PST	Cement-PST/Alite_M3_delatorre.cif	Alite_M3_delatorre.cif	Alite_M3_delatorre	Hatrurite	Hatrurite			Ca3 (Si O4) O	alite_m3_delatorre | hatrurite | hatrurite | ca3 (si o4) o | cement-pst | cement-pst/alite_m3_delatorre.cif
Cement-PST	Cement-PST/Alite_M3_Nishi.cif	Alite_M3_Nishi.cif	Alite_M3_Nishi	Hatrurite	Hatrurite			Ca3 (Si O4) O	alite_m3_nishi | hatrurite | hatrurite | ca3 (si o4) o | cement-pst | cement-pst/alite_m3_nishi.cif
Cement-PST	Cement-PST/Alite_T1.cif	Alite_T1.cif	Alite_T1	CalciumSilicateOxide	CalciumSilicateOxide			Ca3 (Si O4) O	alite_t1 | calciumsilicateoxide | calciumsilicateoxide | ca3 (si o4) o | cement-pst | cement-pst/alite_t1.cif
Cement-PST	Cement-PST/Alite_T3_DelaTorre.cif	Alite_T3_DelaTorre.cif	Alite_T3_DelaTorre	C3ST3DelaTorre	C3ST3DelaTorre			?	alite_t3_delatorre | c3st3delatorre | c3st3delatorre | ? | cement-pst | cement-pst/alite_t3_delatorre.cif
Cement-PST	Cement-PST/Aluminate-Cub-Jeffrey.cif	Aluminate-Cub-Jeffrey.cif	Aluminate-Cub-Jeffrey	C3ACub	C3ACub			Ca3 Al2 O6	aluminate-cub-jeffrey | c3acub | c3acub | ca3 al2 o6 | cement-pst | cement-pst/aluminate-cub-jeffrey.cif
Cement-PST	Cement-PST/Aluminate-Cub-Takeuchi.cif	Aluminate-Cub-Takeuchi.cif	Aluminate-Cub-Takeuchi	C3ACubic	C3ACubic			(Ca8.6875Na0.625[Al2O6])2	aluminate-cub-takeuchi | c3acubic | c3acubic | (ca8.6875na0.625[al2o6])2 | cement-pst | cement-pst/aluminate-cub-takeuchi.cif
Cement-PST	Cement-PST/Aluminate-Ort-Takeuchi.cif	Aluminate-Ort-Takeuchi.cif	Aluminate-Ort-Takeuchi	C3AOrt	C3AOrt			Ca5 Al3 Na O9	aluminate-ort-takeuchi | c3aort | c3aort | ca5 al3 na o9 | cement-pst | cement-pst/aluminate-ort-takeuchi.cif
Cement-PST	Cement-PST/Aluminate_Orthorhombic.cif	Aluminate_Orthorhombic.cif	Aluminate_Orthorhombic	C3AOrt	C3AOrt			Ca7,95 Na1,74 Al6 O17,82	aluminate_orthorhombic | c3aort | c3aort | ca7,95 na1,74 al6 o17,82 | cement-pst | cement-pst/aluminate_orthorhombic.cif
Cement-PST	Cement-PST/Aluminate_Orthorhombic_Nishi.cif	Aluminate_Orthorhombic_Nishi.cif	Aluminate_Orthorhombic_Nishi	C3AOrt	C3AOrt			Ca8.5NaAl6O18	aluminate_orthorhombic_nishi | c3aort | c3aort | ca8.5naal6o18 | cement-pst | cement-pst/aluminate_orthorhombic_nishi.cif
Cement-PST	Cement-PST/Anhydrite.cif	Anhydrite.cif	Anhydrite	Anhydrite	Anhydrite			Ca S O4	anhydrite | anhydrite | anhydrite | ca s o4 | cement-pst | cement-pst/anhydrite.cif
Cement-PST	Cement-PST/Anhydrite-Soluble.cif	Anhydrite-Soluble.cif	Anhydrite-Soluble	Anhydrite	Anhydrite			Ca (S O4)	anhydrite-soluble | anhydrite | anhydrite | ca (s o4) | cement-pst | cement-pst/anhydrite-soluble.cif
Cement-PST	Cement-PST/Aphthitalite.cif	Aphthitalite.cif	Aphthitalite	Aphthitalite	Aphthitalite			K3 Na S2 O8	aphthitalite | aphthitalite | aphthitalite | k3 na s2 o8 | cement-pst | cement-pst/aphthitalite.cif
Cement-PST	Cement-PST/Arcanite-McGinnity.cif	Arcanite-McGinnity.cif	Arcanite-McGinnity	Arcanite	Arcanite			K2 (S O4)	arcanite-mcginnity | arcanite | arcanite | k2 (s o4) | cement-pst | cement-pst/arcanite-mcginnity.cif
Cement-PST	Cement-PST/Bassanite.cif	Bassanite.cif	Bassanite	Bassanite	Bassanite			?	bassanite | bassanite | bassanite | ? | cement-pst | cement-pst/bassanite.cif
Cement-PST	Cement-PST/Bassanite-Schmidt.cif	Bassanite-Schmidt.cif	Bassanite-Schmidt	Bassanite	Bassanite			Ca2 S2 O9 H2	bassanite-schmidt | bassanite | bassanite | ca2 s2 o9 h2 | cement-pst | cement-pst/bassanite-schmidt.cif
Cement-PST	Cement-PST/Belite.cif	Belite.cif	Belite	Belite	Belite			Ca2SiO4	belite | belite | belite | ca2sio4 | cement-pst | cement-pst/belite.cif
Cement-PST	Cement-PST/Belite-Jost.cif	Belite-Jost.cif	Belite-Jost	Belite	Belite			Ca2SiO4	belite-jost | belite | belite | ca2sio4 | cement-pst | cement-pst/belite-jost.cif
Cement-PST	Cement-PST/Belite-Mumme.cif	Belite-Mumme.cif	Belite-Mumme	Belite	Belite			Ca2SiO4	belite-mumme | belite | belite | ca2sio4 | cement-pst | cement-pst/belite-mumme.cif
Cement-PST	Cement-PST/Belite-Mumme_88.cif	Belite-Mumme_88.cif	Belite-Mumme_88	Belite	Belite			Ca2SiO4	belite-mumme_88 | belite | belite | ca2sio4 | cement-pst | cement-pst/belite-mumme_88.cif
Cement-PST	Cement-PST/C2S-Larnite.cif	C2S-Larnite.cif	C2S-Larnite	C2S_monoclinic	C2S-monoclinic			Ca2 (SiO4)	c2s-larnite | c2s_monoclinic | c2s-monoclinic | ca2 (sio4) | cement-pst | cement-pst/c2s-larnite.cif
Cement-PST	Cement-PST/C2S_AlphaPrime.cif	C2S_AlphaPrime.cif	C2S_AlphaPrime	CalciumSilicate21Alpha	CalciumSilicate21Alpha			Ca2 (Si O4)	c2s_alphaprime | calciumsilicate21alpha | calciumsilicate21alpha | ca2 (si o4) | cement-pst | cement-pst/c2s_alphaprime.cif
Cement-PST	Cement-PST/C2S_AlphaPrimeHigh.cif	C2S_AlphaPrimeHigh.cif	C2S_AlphaPrimeHigh	AlphaPrimeHigh	AlphaPrimeHigh			Ca2 (Si O4)	c2s_alphaprimehigh | alphaprimehigh | alphaprimehigh | ca2 (si o4) | cement-pst | cement-pst/c2s_alphaprimehigh.cif
Cement-PST	Cement-PST/C2S_AlphaPrimeLow.cif	C2S_AlphaPrimeLow.cif	C2S_AlphaPrimeLow	AlphaPrimeLow	AlphaPrimeLow			Ca2 (Si O4)	c2s_alphaprimelow | alphaprimelow | alphaprimelow | ca2 (si o4) | cement-pst | cement-pst/c2s_alphaprimelow.cif
Cement-PST	Cement-PST/C2SAlpha.cif	C2SAlpha.cif	C2SAlpha	C2SAlpha	C2SAlpha			Ca2 Si O4	c2salpha | c2salpha | c2salpha | ca2 si o4 | cement-pst | cement-pst/c2salpha.cif
Cement-PST	Cement-PST/C2SAlpha-Mumme.cif	C2SAlpha-Mumme.cif	C2SAlpha-Mumme	c2samu	c2samu			Ca2SiO4	c2salpha-mumme | c2samu | c2samu | ca2sio4 | cement-pst | cement-pst/c2salpha-mumme.cif
Cement-PST	Cement-PST/C2SGamma-Mumme.cif	C2SGamma-Mumme.cif	C2SGamma-Mumme	c2sgamu	c2sgamu			Ca2SiO4	c2sgamma-mumme | c2sgamu | c2sgamu | ca2sio4 | cement-pst | cement-pst/c2sgamma-mumme.cif
Cement-PST	Cement-PST/Calcite.cif	Calcite.cif	Calcite	Calcite	Calcite			Ca (CO3)	calcite | calcite | calcite | ca (co3) | cement-pst | cement-pst/calcite.cif
Cement-PST	Cement-PST/Calcite-Markgraf.cif	Calcite-Markgraf.cif	Calcite-Markgraf	Calcite	Calcite			Ca C O3	calcite-markgraf | calcite | calcite | ca c o3 | cement-pst | cement-pst/calcite-markgraf.cif
Cement-PST	Cement-PST/Calcite-Mg_Althoff.cif	Calcite-Mg_Althoff.cif	Calcite-Mg_Althoff	Calcite	Calcite			(Ca.9 Mg.1) C O3	calcite-mg_althoff | calcite | calcite | (ca.9 mg.1) c o3 | cement-pst | cement-pst/calcite-mg_althoff.cif
Cement-PST	Cement-PST/Ferrite.cif	Ferrite.cif	Ferrite	Ferrite	Ferrite			Ca2 Fe Al2 O5	ferrite | ferrite | ferrite | ca2 fe al2 o5 | cement-pst | cement-pst/ferrite.cif
Cement-PST	Cement-PST/Ferrite-Colville.cif	Ferrite-Colville.cif	Ferrite-Colville	Brownmillerite	Brownmillerite			Ca2 Fe Al2 O5	ferrite-colville | brownmillerite | brownmillerite | ca2 fe al2 o5 | cement-pst | cement-pst/ferrite-colville.cif
Cement-PST	Cement-PST/Ferrite_88.cif	Ferrite_88.cif	Ferrite_88	Ferrite	Ferrite			Ca2 Fe Al2 O5	ferrite_88 | ferrite | ferrite | ca2 fe al2 o5 | cement-pst | cement-pst/ferrite_88.cif
Cement-PST	Cement-PST/Gypsum.cif	Gypsum.cif	Gypsum	Gypsum	Gypsum			?	gypsum | gypsum | gypsum | ? | cement-pst | cement-pst/gypsum.cif
Cement-PST	Cement-PST/Langbeinite_Ca.cif	Langbeinite_Ca.cif	Langbeinite_Ca	Langbeinite	Langbeinite			K2 Ca2 S3 O12	langbeinite_ca | langbeinite | langbeinite | k2 ca2 s3 o12 | cement-pst | cement-pst/langbeinite_ca.cif
Cement-PST	Cement-PST/Langbeinite_Mg.cif	Langbeinite_Mg.cif	Langbeinite_Mg	Langbeinite	Langbeinite			K2 Mg2 S3 O12	langbeinite_mg | langbeinite | langbeinite | k2 mg2 s3 o12 | cement-pst | cement-pst/langbeinite_mg.cif
Cement-PST	Cement-PST/Lime.cif	Lime.cif	Lime	CaO	CaO			Ca O	lime | cao | cao | ca o | cement-pst | cement-pst/lime.cif
Cement-PST	Cement-PST/Metathenardite.cif	Metathenardite.cif	Metathenardite	Metathenardite	Metathenardite			Na2 S O4	metathenardite | metathenardite | metathenardite | na2 s o4 | cement-pst | cement-pst/metathenardite.cif
